nodes,distance
"[8299505837, 8299505836]",0.430305
"[8299505837, 103018604]",0.563236
"[8299505837, 103018604]",0.563236
"[8299505837, 103018604]",0.563236
"[8299505851, 103018604]",0.90977
"[8299505845, 8299505844]",0.531434
"[8299505860, 8299505856]",0.330933
"[8299505858, 6638365571]",0.0
"[8299505858, 6638365571]",0.0
"[6638365571, 4024967187]",0.348024
"[6672595828, 103018120]",0.781924
"[6672595828, 103018120]",0.781924
"[6672595828, 6672499214]",0.563236
"[6676171316, 6676171315]",0.531434
"[6672595826, 6672595824]",0.781924
"[6672595826, 6672595824]",1.126472
"[6676171314, 103014248]",0.519774
"[5689361114, 103014248]",3.099933
"[6555407841, 6555407840]",0.110712
"[311719771, 311719996]",2.444519
"[311719771, 311719996]",1.111989
"[5689361112, 311719771]",0.110712
"[311719791, 311719788]",0.221424
"[311719798, 11080253774]",0.591316
"[311719798, 11080253774]",0.489224
"[311719802, 311719800]",0.151867
"[5689361640, 311719673]",2.223977
"[11961747457, 311719730]",0.207909
"[6639137860, 317154245]",0.553559
"[6639137860, 317154245]",0.553559
"[6652117589, 317154245]",1.521251
"[11292399478, 11292399475]",1.781048
"[104809350, 11291034314]",0.207909
"[104809352, 104809351]",0.303735
"[11292399457, 6639113629]",0.455602
"[6639113631, 6639113629]",0.60747
"[6639113633, 6639113632]",0.759337
"[10814700170, 6639113632]",0.833945
"[10720585217, 5686796240]",3.084147
"[8939472352, 5686796242]",0.60747
"[8722500841, 8722500842]",0.103955
"[2064569302, 3371594917]",0.623728
"[9913443650, 2064569851]",0.471098
"[3371594919, 2064569451]",2.081347
"[11491352298, 8299218062]",0.44285
"[8299218062, 2064569812]",0.31176
"[2064569958, 8299218068]",0.532076
"[2064569285, 8299218082]",0.151844
"[8299218082, 6411405245]",0.759221
"[8299218082, 6411405245]",0.455532
"[6411405245, 8299218086]",1.136559
"[6411405245, 8299218086]",1.136559
"[8299218084, 2064569863]",0.151844
"[8299218084, 2064569863]",0.151844
"[2064569863, 8299218100]",0.303688
"[2064569863, 8299218100]",0.303688
"[8939472351, 2064569443]",0.44285
"[8939472351, 2064569443]",0.110713
"[8939472351, 2064569443]",0.110713
"[2064569309, 8939472351]",0.0
"[2064569709, 8299218113]",1.288105
"[2064569709, 8939472350]",0.151844
"[8939472350, 2064569588]",0.382392
"[2064569588, 8939472348]",0.735817
"[8299226019, 2064569202]",0.553563
"[8299226027, 8299226026]",1.017859
"[8299226027, 8299226026]",1.017859
"[8299226027, 8299226026]",0.332138
"[8299226027, 2064569221]",1.001817
"[8299226029, 2064569221]",0.838699
"[8299226044, 2064569981]",1.177441
"[2064569539, 8299226044]",0.0
"[8299226063, 2064569539]",0.682716
"[2064569427, 8939472346]",0.151844
"[8299226081, 2064569931]",0.10392
"[8299226081, 2064569931]",0.10392
"[8299226081, 2064569925]",0.10392
"[2064569925, 2064569317]",1.045081
"[2064569925, 2064569317]",137.860074
"[2064569925, 2064569317]",164.510587
"[11709671349, 2294332940]",193.524552
"[11709671349, 2294332940]",245.79784
"[11709671349, 2294332940]",245.79784
"[11709671349, 2294332940]",308.233164
"[11709671349, 2294332940]",355.844859
"[11709671350, 2294332927]",359.252837
"[11709671350, 2294332927]",363.823653
"[11709671350, 2294332927]",376.762776
"[11709671350, 2294332927]",384.320427
"[11709671350, 2294332927]",443.422238
"[11709671350, 2294332927]",443.422238
"[8022393408, 8022393407]",539.017723
"[8022393408, 8022393407]",550.655004
"[8022393408, 8022393407]",569.395568
"[8022393408, 8022393407]",588.248654
"[8022393408, 8022393407]",597.07848
"[8022393408, 8022393407]",600.467414
"[8022393408, 8022393407]",593.364733
"[8022393408, 8022393407]",585.636412
"[8022393408, 8022393407]",593.255374
"[8022393408, 8022393407]",606.909911
"[8022393408, 8022393407]",673.655709
"[8022393408, 8022393407]",842.265171
"[8022393408, 8022393407]",814.255675
"[8022393408, 8022393407]",768.430597
"[8022393408, 8022393407]",770.609031
"[8022393408, 8022393407]",766.111781
"[311719857, 311719856]",731.766696
"[311719857, 311719856]",562.600391
"[311719857, 311719856]",562.600391
"[311719857, 311719856]",520.933231
"[311719857, 311719856]",499.136192
"[311719857, 311719856]",412.584157
"[311719857, 311719856]",220.24197
"[311719857, 311719856]",220.24197
"[311719857, 311719856]",166.111008
"[311719857, 311719856]",74.745797
"[311719856, 311719638]",0.235488
"[311719856, 311719638]",0.235488
"[311719856, 311719638]",7.719974
"[311719856, 311719638]",48.619001
"[311719856, 311719638]",90.37479
"[311719856, 311719638]",144.641472
"[3877771277, 3414269544]",260.873012
"[3877771277, 3414269544]",260.873012
"[10945713094, 10945713083]",400.425372
"[10945713094, 10945713083]",455.563683
"[10945713094, 10945713083]",498.54823
"[10945713094, 10945713083]",542.934697
"[10945713094, 10945713083]",562.805751
"[3877771277, 3414269544]",584.420317
"[311719856, 311719638]",605.871201
"[311719856, 311719638]",615.642099
"[311719856, 311719638]",630.4053
"[311719856, 311719638]",644.514425
"[311719856, 311719638]",671.005007
"[311719856, 311719638]",707.313116
"[311719856, 311719638]",716.390135
"[311719856, 311719638]",756.778042
"[311719856, 311719638]",764.21294
"[311719856, 311719638]",769.888675
"[311719856, 311719638]",787.480797
"[311719856, 311719638]",796.49994
"[311719856, 311719638]",806.92239
"[311719856, 311719638]",936.686837
"[311719857, 311719856]",1067.497124
"[311719857, 311719856]",1098.262546
"[311719857, 311719856]",1098.262546
"[311719857, 311719856]",1124.63966
"[311719857, 311719856]",1124.63966
"[311719857, 311719856]",1154.434676
"[311719857, 311719856]",1195.429854
"[311719857, 311719856]",1208.164889
"[311719857, 311719856]",1249.00861
"[311719857, 311719856]",1276.470929
"[311719857, 311719856]",1296.734506
"[311719857, 311719856]",1296.844608
"[311719857, 311719856]",1355.589787
"[311719857, 311719856]",1375.506035
"[311719857, 311719856]",1375.506035
"[311719857, 311719856]",1384.501651
"[311719857, 311719856]",1399.898926
"[311719857, 311719856]",1453.936923
"[311719857, 311719856]",1475.873567
"[311719857, 311719856]",1475.873567
"[311719857, 311719856]",1508.838659
"[311719857, 311719856]",1508.838659
"[311719857, 311719856]",1511.738462
"[311719857, 311719856]",1546.253166
"[311719857, 311719856]",1616.431651
"[311719857, 311719856]",1616.431651
"[311719856, 311719638]",1692.568935
"[311719856, 311719638]",1747.877898
"[311719856, 311719638]",1771.563672
"[311719856, 311719638]",1856.694099
"[311719856, 311719638]",1878.027253
"[311719856, 311719638]",1893.342987
"[311719856, 311719638]",2029.334062
"[311719856, 311719638]",1877.765656
"[311719856, 311719638]",1846.557571
"[311719856, 311719638]",1852.899073
"[10814700246, 10814700245]",2049.281991
"[10814700246, 10814700245]",2052.914112
"[10814700246, 10814700245]",2058.323678
"[10814700246, 10814700245]",2056.870549
"[10814700246, 10814700245]",2041.105789
"[10814700246, 10814700245]",1935.701832
"[10814700246, 10814700245]",1865.802163
"[10814700246, 10814700245]",1865.693446
"[10814700246, 10814700245]",1858.303675
"[10814700246, 10814700245]",1787.976096
"[10814700246, 10814700245]",1775.518155
"[10814700246, 10814700245]",1757.584942
"[10814700252, 10814700251]",1528.193557
"[10814700252, 10814700251]",1492.592819
"[10814700252, 10814700251]",1471.065186
"[10814700252, 10814700251]",1468.160786
"[10814700252, 10814700251]",1393.704591
"[10814700252, 10814700251]",1341.20886
"[6603521337, 6603521338]",1311.524899
"[6603521337, 6603521338]",1256.583735
"[6603521337, 6603521338]",1256.583735
"[6603521337, 6603521338]",1220.27163
"[6603521337, 6603521338]",1168.648468
"[6603521337, 6603521338]",1131.54843
"[6603521337, 6603521338]",1116.059966
"[6603521337, 6603521338]",1081.584592
"[6603521337, 6603521338]",1014.90432
"[6603521337, 6603521338]",1002.957966
"[6603521337, 6603521338]",906.882519
"[6603521337, 6603521338]",838.097869
"[6603521337, 6603521338]",812.129348
"[6603521337, 6603521338]",769.089793
"[6603521337, 6603521338]",676.922061
"[6603521337, 6603521338]",632.695242
"[8299506681, 317129413]",619.445616
"[6603521337, 6603521338]",570.541264
"[6603521337, 6603521338]",507.076605
"[8299506681, 317129413]",491.017571
"[8299506681, 317129413]",481.495868
"[6600854681, 317129412]",437.216647
"[6600854681, 317129412]",327.875251
"[6600854681, 317129412]",121.269404
"[6600854681, 317129412]",119.469182
"[6600854681, 317129412]",119.469182
"[8299506681, 317129413]",108.500086
"[6603521337, 6603521338]",87.853816
"[6603521337, 6603521338]",51.83297
"[8299506681, 317129413]",1.217838
"[6413600802, 6603521332]",0.553563
"[318255548, 6413600801]",1.530184
"[6603521326, 318255547]",1.56852
"[6603521325, 6603521324]",0.759221
"[311717869, 318255544]",0.330835
"[7132399309, 311717869]",0.799678
"[6603967597, 5821768276]",0.616684
"[6603931181, 6603931180]",0.235488
"[6603931179, 318255953]",0.838699
"[6603931179, 318255953]",0.838699
"[6603931176, 6603931175]",0.531264
"[8299506593, 311717876]",0.860342
"[8299506581, 6413634455]",0.661669
"[8299506582, 8299506581]",0.244599
"[311717921, 317129409]",0.470977
"[311717921, 317129409]",0.330933
"[8344386315, 1710904752]",0.382476
"[6603931160, 6603931159]",0.103955
"[6603931158, 6413634453]",0.430305
"[6597334319, 6597334320]",0.311864
"[311717923, 311717930]",0.799898
"[6597334322, 311717930]",1.32373
"[6597334322, 311717930]",1.32373
"[6597334323, 6603931152]",0.727683
"[6597334324, 6603931150]",0.564972
"[6603931146, 311717943]",0.330933
"[6603931149, 311717949]",0.799898
"[6572623860, 6603931147]",0.843458
"[317129446, 6603931145]",0.244612
"[6597334309, 317129448]",0.348024
"[6597334309, 317129448]",0.348024
"[6597334309, 317129448]",0.348024
"[6597334309, 317129448]",0.244612
"[6597334309, 317129448]",0.244612
"[10814700188, 10814700187]",0.733836
"[6597273198, 6597273197]",3.280511
"[10821542003, 6597273197]",1.530235
"[10821542003, 5721492738]",4.233193
"[6606011242, 6606011241]",0.838975
"[10814700185, 10814700186]",1.74012
"[10814700184, 10814700185]",0.348024
"[6572623789, 311928687]",0.454885
"[311928693, 311717989]",0.563236
"[10814700178, 10814700177]",2.214238
"[10814700178, 10814700177]",2.214238
"[10814700175, 10814700174]",1.364656
"[10814700173, 10814700172]",0.489224
"[10814700173, 10814700172]",1.182632
"[10814700172, 10814700135]",0.938997
"[6606142420, 6439593966]",1.813112
"[10814700130, 10814700131]",2.274426
"[10814700127, 10814700128]",0.244612
"[311718012, 2371534391]",0.802387
"[11482176348, 6606241182]",0.774983
"[3795372743, 311718033]",1.22226
"[10814700121, 10814805290]",0.391842
"[10814700121, 10814805290]",0.244612
"[10814700120, 10814700119]",0.303735
"[10814700120, 10814700119]",0.303735
"[10814700115, 10814700114]",1.175527
"[311718059, 3795372730]",0.733836
"[10814774761, 10814774760]",0.391842
"[10814774762, 10814774761]",1.368265
"[3795372741, 311718103]",1.22226
"[10814774767, 10814774766]",1.927489
"[10814788618, 10814774768]",2.053894
"[10814788618, 10814774768]",2.053894
"[10829795561, 311718115]",1.257128
"[3795372695, 10829795561]",4.483539
"[3795372699, 311928726]",1.877994
"[10822306496, 10822306495]",0.911204
"[10822306502, 2326695608]",1.322442
"[311718121, 2326695564]",1.332604
"[10814698191, 10814698190]",0.692339
"[10821051708, 311718127]",0.994804
"[10822306484, 10822306485]",0.774983
"[311718132, 2326695571]",0.90977
"[10822306498, 2326695571]",0.727683
"[6639180694, 311718144]",1.612754
"[6572612978, 6572612977]",1.474698
"[10838684848, 311718167]",0.0
"[10822306500, 2326695616]",1.266955
"[2326695566, 6641469031]",2.216677
"[2065785182, 2065785179]",0.992798
"[2065785182, 2065785179]",0.992798
"[11961747453, 2065785186]",0.831638
"[11961747456, 104809346]",2.164632
"[2065785186, 104809346]",1.549966
"[6638458771, 104809346]",2.077017
"[6638458773, 6638429866]",2.595726
"[6638429877, 2587513901]",0.764952
"[6651834860, 6652117590]",3.016719
"[6638732137, 438165088]",4.005741
"[6638839019, 103015870]",0.0
"[6638839019, 103015870]",0.0
"[6638839012, 6638839007]",0.110712
"[6638839012, 6638839007]",0.0
"[6638839007, 6638839005]",0.633478
"[6638839004, 6638839002]",0.736057
"[6638839008, 103015031]",0.672356
"[6638903933, 6638903930]",0.221424
"[6638903933, 6638903930]",0.221424
"[6638903938, 6638903933]",0.348024
"[6638903938, 6638903933]",0.348024
"[6638903938, 6638903933]",0.781924
"[6638903938, 6638903933]",0.781924
"[5689588156, 5689588155]",0.330933
"[6638903935, 5689588156]",0.672356
"[8299505877, 6638903935]",1.344713
"[6641790711, 1819499870]",1.235451
"[11262029164, 1819499870]",1.017867
"[8299505881, 8299505879]",0.90977
"[6661246415, 6555407712]",0.454885
"[6641790709, 6661246415]",0.110712
"[6661487938, 6661272587]",1.126472
"[6661487938, 6661272587]",0.672356
"[6685192248, 6685192246]",0.563236
"[6685192248, 6685192246]",0.454885
"[6685192246, 5689633720]",0.563236
"[6641790705, 103015872]",0.781924
"[8299485992, 6685192243]",0.348024
"[8299485992, 6685192243]",1.017867
"[8299485992, 6685192243]",1.017867
"[6685192243, 5887265676]",0.348024
"[6641790704, 103015875]",1.126472
"[104826387, 6641919256]",0.696048
"[4462327260, 6641919255]",0.442848
"[6641919255, 103016321]",0.110712
"[6641919253, 103015876]",3.026739
"[6641919253, 103015876]",3.026739
"[6641919253, 103015876]",3.026739
"[6600775474, 103015876]",1.559321
"[6600775474, 103015876]",1.663275
"[11681978954, 6600775474]",1.871185
"[4023188015, 1954877847]",3.328392
"[2964574842, 317968640]",0.151867
"[4023180359, 317968640]",2.264263
"[4023180359, 317968640]",0.382476
"[6668090141, 84782856]",0.221424
"[4491335818, 84783149]",1.001815
"[4491335818, 84783149]",1.001815
"[4491335818, 84783149]",1.001815
"[84782621, 84782080]",2.121739
"[84782621, 84782080]",1.091317
"[104766947, 84782080]",1.42212
"[104766947, 6650625743]",1.413295
"[104766947, 6650625743]",1.413295
"[6650625743, 75619046]",0.151867
"[6650625742, 6644455601]",0.110712
"[1497570445, 75618721]",0.415819
"[1497570445, 75618721]",0.831638
"[1497570445, 75618721]",2.289682
"[11314900772, 11336019767]",3.261254
"[6644554184, 1497570444]",0.151867
"[11465167155, 1497570444]",2.878509
"[11465167155, 11336026501]",0.94212
"[11336026503, 11336026494]",2.017069
"[10584029098, 11323279301]",1.324853
"[10583987404, 75617762]",3.202355
"[6644368696, 5405026120]",0.442848
"[10584029005, 10584029022]",0.851843
"[5405026116, 2218313051]",3.145145
"[2218313051, 10142034276]",2.997072
"[10142034277, 10142034278]",2.051244
"[10142034277, 10142034278]",2.051244
"[2218313053, 75617763]",3.333912
"[2218313053, 75617763]",3.333912
"[10583987401, 5701485503]",0.221424
"[11348293011, 309642117]",0.221424
"[5405026114, 309597644]",1.574963
"[5405026114, 309597635]",1.25236
"[5703662589, 309597635]",0.633478
"[5703662589, 309597635]",0.633478
"[10555858431, 8184606185]",3.047039
"[10555858433, 8184606185]",0.0
"[8184606185, 8184606187]",0.633478
"[5857305437, 75617751]",0.86061
"[6646847594, 75617751]",1.620986
"[8176640955, 75617751]",2.546772
"[6646950000, 977640003]",0.86061
"[6646950000, 977640003]",0.86061
"[8176640946, 6644523689]",0.519774
"[6644523691, 6644523689]",0.103955
"[6644656678, 4023225769]",0.0
"[6644523693, 104763597]",0.519774
"[11451665536, 104763597]",0.382476
"[75617754, 6644523698]",1.391627
"[1497570404, 2169312345]",1.594301
"[11304265478, 1497570407]",0.415819
"[11832076990, 75617755]",2.20817
"[6644523700, 309601293]",3.112705
